親カテゴリ,H.集計フラグ,H.店舗,H.伝票番号,H.伝票番号枝番,H.元伝票番号,H.合算先伝票番号,H.集計対象営業年月日,H.集計営業年,H.集計営業月,H.集計営業日,H.曜日,H.支払ステータス,H.伝票発行日,H.伝票処理日,H.テーブル番号,H.客数（合計）,H.客数（男）,H.客数（女）,H.深夜料金,H.テーブルチャージ料金,H.サービス料金,H.総商品数,H.伝票金額,H.伝票税額,H.免税額（一般品）,H.免税額（消耗品）,D.免税区分,D.免税額,H.値引金額,H.値割引科目別金額（割引_*nothing*）,H.支払金額（現金）,H.支払金額（クレジットカード）,H.支払金額（ポイント）,H.支払金額（電子マネー）,H.支払金額（商品券：釣り無）,H.支払金額（商品券：釣り有）,H.支払金額（その他）,H.レジ担当者ID,H.スタイリスト（理美容のみ）,H.受付番号,H.テーブル合算後伝票番号,H.税集計区分,H.支払メモ,H.領収書発行回数,H.領収書発行最終日付,H.キッチンプリンタ印字成否,H.キッチンプリンタ印字日付,H.レシートプリンタ印字成否,H.レシートプリンタ印字日付,H.基幹転送成否,H.基幹転送日付,C.お客様,C.お客様代表,C.客層,D.オーダー番号,D.商品カテゴリ1,D.商品カテゴリ2,D.商品カテゴリ3,D.商品カテゴリ4,D.商品カテゴリ5,D.帳票集計対象商品,D.商品,D.サブメニュー,D.商品印字成否,D.サブメニュー印字成否,D.価格,D.数量,D.優先ステータス,D.オーダーメモ,D.オーダー担当者,D.オーダー日時,D.配膳済担当者,D.配膳済日時,D.オーダーキャンセル担当者,D.オーダーキャンセル日時,D.オーダーステータス
,*,003:大和乃山賊,No:201900300001053,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:11:59,2018/06/01 19:50:55,000000012:テーブル3,3,3,0,0,0,0,23,14962,1102,0,0,0:対象外,0,0,0,14962,0,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,2:失敗, ,1:成功,2018/06/01 19:50:59,1:成功,2018/06/01 19:51:24,,,,1,フード,付き出し,,,,Yes,00000000297:付き出し,,1:成功,,380,1,0:設定なし,,0301:店長,2018/06/01 18:11:59,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001053,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:11:59,2018/06/01 19:50:55,000000012:テーブル3,3,3,0,0,0,0,23,14962,1102,0,0,0:対象外,0,0,0,14962,0,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,2:失敗, ,1:成功,2018/06/01 19:50:59,1:成功,2018/06/01 19:51:24,,,,2,フード,付き出し,,,,Yes,00000000297:付き出し,,1:成功,,380,1,0:設定なし,,0301:店長,2018/06/01 18:11:59,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001053,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:11:59,2018/06/01 19:50:55,000000012:テーブル3,3,3,0,0,0,0,23,14962,1102,0,0,0:対象外,0,0,0,14962,0,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,2:失敗, ,1:成功,2018/06/01 19:50:59,1:成功,2018/06/01 19:51:24,,,,5,フード,付き出し,,,,Yes,00000000297:付き出し,,1:成功,,380,1,0:設定なし,,0301:店長,2018/06/01 18:12:59,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001053,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:11:59,2018/06/01 19:50:55,000000012:テーブル3,3,3,0,0,0,0,23,14962,1102,0,0,0:対象外,0,0,0,14962,0,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,2:失敗, ,1:成功,2018/06/01 19:50:59,1:成功,2018/06/01 19:51:24,,,,7,フード,山賊の肴,,,,Yes,00000000637:山賊漬け(キムチ盛り),,1:成功,,480,1,0:設定なし,,0301:店長,2018/06/01 18:17:08,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001053,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:11:59,2018/06/01 19:50:55,000000012:テーブル3,3,3,0,0,0,0,23,14962,1102,0,0,0:対象外,0,0,0,14962,0,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,2:失敗, ,1:成功,2018/06/01 19:50:59,1:成功,2018/06/01 19:51:24,,,,6,フード,山賊の肴,,,,Yes,00000000640:蛍鳥賊の沖漬け,,1:成功,,420,1,0:設定なし,,0301:店長,2018/06/01 18:17:08,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001054,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:14:07,2018/06/01 19:22:46,000000009:カウンター9,2,1,1,0,0,0,10,5839,429,0,0,0:対象外,0,0,0,5839,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 19:22:50,1:成功,2018/06/01 19:23:08,,,,1,フード,付き出し,,,,Yes,00000000297:付き出し,,1:成功,,380,1,0:設定なし,,0301:店長,2018/06/01 18:14:07,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001054,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:14:07,2018/06/01 19:22:46,000000009:カウンター9,2,1,1,0,0,0,10,5839,429,0,0,0:対象外,0,0,0,5839,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 19:22:50,1:成功,2018/06/01 19:23:08,,,,2,フード,付き出し,,,,Yes,00000000297:付き出し,,1:成功,,380,1,0:設定なし,,0301:店長,2018/06/01 18:14:07,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001054,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:14:07,2018/06/01 19:22:46,000000009:カウンター9,2,1,1,0,0,0,10,5839,429,0,0,0:対象外,0,0,0,5839,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 19:22:50,1:成功,2018/06/01 19:23:08,,,,5,フード,山賊の肴,,,,Yes,00000000639:こん刺し,,1:成功,,480,1,0:設定なし,,0301:店長,2018/06/01 18:14:07,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001054,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:14:07,2018/06/01 19:22:46,000000009:カウンター9,2,1,1,0,0,0,10,5839,429,0,0,0:対象外,0,0,0,5839,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 19:22:50,1:成功,2018/06/01 19:23:08,,,,6,フード,馬刺し,,,,Yes,00000000657:赤身馬刺し,,1:成功,,980,1,0:設定なし,,0301:店長,2018/06/01 18:14:07,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001054,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:14:07,2018/06/01 19:22:46,000000009:カウンター9,2,1,1,0,0,0,10,5839,429,0,0,0:対象外,0,0,0,5839,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 19:22:50,1:成功,2018/06/01 19:23:08,,,,10,フード,山賊の逸品,,,,Yes,00000000673:こだわりの出汁巻き,,1:成功,,620,1,0:設定なし,,0303:アルバイト,2018/06/01 18:47:41,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001054,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:14:07,2018/06/01 19:22:46,000000009:カウンター9,2,1,1,0,0,0,10,5839,429,0,0,0:対象外,0,0,0,5839,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 19:22:50,1:成功,2018/06/01 19:23:08,,,,9,フード,囲炉裏焼き,,,,Yes,00000000679:生麩の田楽焼き,,1:成功,,680,1,0:設定なし,,0303:アルバイト,2018/06/01 18:47:41,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001054,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:14:07,2018/06/01 19:22:46,000000009:カウンター9,2,1,1,0,0,0,10,5839,429,0,0,0:対象外,0,0,0,5839,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 19:22:50,1:成功,2018/06/01 19:23:08,,,,7,ドリンク,単品 ウィスキー,,,,Yes,00000000730:ハイボール,,1:成功,,450,1,0:設定なし,,0301:店長,2018/06/01 18:25:17,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001054,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:14:07,2018/06/01 19:22:46,000000009:カウンター9,2,1,1,0,0,0,10,5839,429,0,0,0:対象外,0,0,0,5839,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 19:22:50,1:成功,2018/06/01 19:23:08,,,,3,ドリンク,単品 ウィスキー,,,,Yes,00000000738:ジンジャーハイ,,1:成功,,480,1,0:設定なし,,0301:店長,2018/06/01 18:14:07,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001054,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:14:07,2018/06/01 19:22:46,000000009:カウンター9,2,1,1,0,0,0,10,5839,429,0,0,0:対象外,0,0,0,5839,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 19:22:50,1:成功,2018/06/01 19:23:08,,,,4,ドリンク,単品 ウィスキー,,,,Yes,00000000738:ジンジャーハイ,,1:成功,,480,1,0:設定なし,,0301:店長,2018/06/01 18:14:07,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001054,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:14:07,2018/06/01 19:22:46,000000009:カウンター9,2,1,1,0,0,0,10,5839,429,0,0,0:対象外,0,0,0,5839,0,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 19:22:50,1:成功,2018/06/01 19:23:08,,,,8,ドリンク,単品 ウィスキー,,,,Yes,00000000738:ジンジャーハイ,,1:成功,,480,1,0:設定なし,,0303:アルバイト,2018/06/01 18:31:38,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001055,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:43:47,2018/06/01 20:40:18,000000010:テーブル1,2,0,2,0,0,0,14,7716,566,0,0,0:対象外,0,0,0,7716,0,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 20:40:22,1:成功,2018/06/01 20:40:59,,,,1,フード,付き出し,,,,Yes,00000000297:付き出し,,1:成功,,380,1,0:設定なし,,0301:店長,2018/06/01 18:43:47,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001055,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:43:47,2018/06/01 20:40:18,000000010:テーブル1,2,0,2,0,0,0,14,7716,566,0,0,0:対象外,0,0,0,7716,0,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 20:40:22,1:成功,2018/06/01 20:40:59,,,,2,フード,付き出し,,,,Yes,00000000297:付き出し,,1:成功,,380,1,0:設定なし,,0301:店長,2018/06/01 18:43:47,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001055,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:43:47,2018/06/01 20:40:18,000000010:テーブル1,2,0,2,0,0,0,14,7716,566,0,0,0:対象外,0,0,0,7716,0,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 20:40:22,1:成功,2018/06/01 20:40:59,,,,11,フード,山賊の肴,,,,Yes,00000000633:たこわさ,,1:成功,,380,1,0:設定なし,,0301:店長,2018/06/01 19:18:54,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001055,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:43:47,2018/06/01 20:40:18,000000010:テーブル1,2,0,2,0,0,0,14,7716,566,0,0,0:対象外,0,0,0,7716,0,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 20:40:22,1:成功,2018/06/01 20:40:59,,,,6,フード,山賊の肴,,,,Yes,00000000643:枝豆バター醤油,,1:成功,,420,1,0:設定なし,,0301:店長,2018/06/01 18:43:47,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001055,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:43:47,2018/06/01 20:40:18,000000010:テーブル1,2,0,2,0,0,0,14,7716,566,0,0,0:対象外,0,0,0,7716,0,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 20:40:22,1:成功,2018/06/01 20:40:59,,,,7,フード,山賊の揚げ物,,,,Yes,00000000663:ゴボウの唐揚げ,,1:成功,,420,1,0:設定なし,,0301:店長,2018/06/01 18:43:47,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001055,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:43:47,2018/06/01 20:40:18,000000010:テーブル1,2,0,2,0,0,0,14,7716,566,0,0,0:対象外,0,0,0,7716,0,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 20:40:22,1:成功,2018/06/01 20:40:59,,,,5,フード,山賊の逸品,,,,Yes,00000000670:茄子と豆腐の揚げ出し,,1:成功,,650,1,0:設定なし,,0301:店長,2018/06/01 18:43:47,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001055,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:43:47,2018/06/01 20:40:18,000000010:テーブル1,2,0,2,0,0,0,14,7716,566,0,0,0:対象外,0,0,0,7716,0,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 20:40:22,1:成功,2018/06/01 20:40:59,,,,12,フード,溶岩焼き,,,,Yes,00000000674:国産肉の溶岩焼き3種盛,,1:成功,,1280,1,0:設定なし,,0301:店長,2018/06/01 19:18:54,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001055,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:43:47,2018/06/01 20:40:18,000000010:テーブル1,2,0,2,0,0,0,14,7716,566,0,0,0:対象外,0,0,0,7716,0,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 20:40:22,1:成功,2018/06/01 20:40:59,,,,9,フード,囲炉裏焼き,,,,Yes,00000000681:有頭海老の塩焼き,,1:成功,,520,1,0:設定なし,,0301:店長,2018/06/01 18:46:52,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001055,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:43:47,2018/06/01 20:40:18,000000010:テーブル1,2,0,2,0,0,0,14,7716,566,0,0,0:対象外,0,0,0,7716,0,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 20:40:22,1:成功,2018/06/01 20:40:59,,,,8,フード,囲炉裏焼き,,,,Yes,00000000681:有頭海老の塩焼き,,1:成功,,520,1,0:設定なし,,0301:店長,2018/06/01 18:46:52,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001055,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:43:47,2018/06/01 20:40:18,000000010:テーブル1,2,0,2,0,0,0,14,7716,566,0,0,0:対象外,0,0,0,7716,0,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 20:40:22,1:成功,2018/06/01 20:40:59,,,,4,ドリンク,単品 ウィスキー,,,,Yes,00000000734:ゆずハイボール,,1:成功,,480,1,0:設定なし,,0301:店長,2018/06/01 18:43:47,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001055,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:43:47,2018/06/01 20:40:18,000000010:テーブル1,2,0,2,0,0,0,14,7716,566,0,0,0:対象外,0,0,0,7716,0,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 20:40:22,1:成功,2018/06/01 20:40:59,,,,3,ドリンク,単品 スピリッツ,,,,Yes,00000000747:ジン,ジントニックx1,1:成功,,480,1,0:設定なし,,0301:店長,2018/06/01 18:43:47,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001055,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:43:47,2018/06/01 20:40:18,000000010:テーブル1,2,0,2,0,0,0,14,7716,566,0,0,0:対象外,0,0,0,7716,0,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 20:40:22,1:成功,2018/06/01 20:40:59,,,,14,フード,〆,,,,Yes,00000000774:お茶漬け,梅x1,1:成功,,380,1,0:設定なし,,0303:アルバイト,2018/06/01 19:57:15,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001055,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:43:47,2018/06/01 20:40:18,000000010:テーブル1,2,0,2,0,0,0,14,7716,566,0,0,0:対象外,0,0,0,7716,0,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 20:40:22,1:成功,2018/06/01 20:40:59,,,,10,ドリンク,単品 サワー,,,,Yes,00000000785:レモンサワー,,1:成功,,480,1,0:設定なし,,0303:アルバイト,2018/06/01 19:11:17,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001055,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:43:47,2018/06/01 20:40:18,000000010:テーブル1,2,0,2,0,0,0,14,7716,566,0,0,0:対象外,0,0,0,7716,0,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 20:40:22,1:成功,2018/06/01 20:40:59,,,,13,ドリンク,ドリンク,,,,Yes,00000004069:ホットウーロン,,1:成功,,380,1,0:設定なし,,0301:店長,2018/06/01 19:18:54,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001056,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:45:30,2018/06/01 19:53:56,000000006:カウンター6,2,1,1,0,0,0,10,6315,465,0,0,0:対象外,0,0,0,0,6315,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 19:54:00,1:成功,2018/06/01 19:54:14,,,,10,ドリンク,大和の地酒,,,,No,00000001319:篠峯 超辛口,冷酒x1,1:成功,,880,1,0:設定なし,,0303:アルバイト,2018/06/01 19:29:30,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001056,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:45:30,2018/06/01 19:53:56,000000006:カウンター6,2,1,1,0,0,0,10,6315,465,0,0,0:対象外,0,0,0,0,6315,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 19:54:00,1:成功,2018/06/01 19:54:14,,,,1,フード,付き出し,,,,Yes,00000000297:付き出し,,1:成功,,380,1,0:設定なし,,0301:店長,2018/06/01 18:45:30,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001056,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:45:30,2018/06/01 19:53:56,000000006:カウンター6,2,1,1,0,0,0,10,6315,465,0,0,0:対象外,0,0,0,0,6315,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 19:54:00,1:成功,2018/06/01 19:54:14,,,,2,フード,付き出し,,,,Yes,00000000297:付き出し,,1:成功,,380,1,0:設定なし,,0301:店長,2018/06/01 18:45:30,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001056,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:45:30,2018/06/01 19:53:56,000000006:カウンター6,2,1,1,0,0,0,10,6315,465,0,0,0:対象外,0,0,0,0,6315,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 19:54:00,1:成功,2018/06/01 19:54:14,,,,7,フード,大和の和え野菜,,,,Yes,00000000647:豪快ポテトサラダ,,1:成功,,520,1,0:設定なし,,0303:アルバイト,2018/06/01 19:08:24,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001056,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:45:30,2018/06/01 19:53:56,000000006:カウンター6,2,1,1,0,0,0,10,6315,465,0,0,0:対象外,0,0,0,0,6315,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 19:54:00,1:成功,2018/06/01 19:54:14,,,,4,フード,山賊の逸品,,,,Yes,00000000670:茄子と豆腐の揚げ出し,,1:成功,,650,1,0:設定なし,,0303:アルバイト,2018/06/01 18:45:58,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001056,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:45:30,2018/06/01 19:53:56,000000006:カウンター6,2,1,1,0,0,0,10,6315,465,0,0,0:対象外,0,0,0,0,6315,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 19:54:00,1:成功,2018/06/01 19:54:14,,,,5,フード,山賊の逸品,,,,Yes,00000000672:丸那須と獅子唐の肉味噌炒め,,1:成功,,680,1,0:設定なし,,0303:アルバイト,2018/06/01 18:45:58,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001056,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:45:30,2018/06/01 19:53:56,000000006:カウンター6,2,1,1,0,0,0,10,6315,465,0,0,0:対象外,0,0,0,0,6315,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 19:54:00,1:成功,2018/06/01 19:54:14,,,,3,ドリンク,ビール,,,,Yes,00000000703:キリンラガー 中瓶,,1:成功,,550,1,0:設定なし,,0301:店長,2018/06/01 18:45:30,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001056,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:45:30,2018/06/01 19:53:56,000000006:カウンター6,2,1,1,0,0,0,10,6315,465,0,0,0:対象外,0,0,0,0,6315,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 19:54:00,1:成功,2018/06/01 19:54:14,,,,6,ドリンク,ビール,,,,Yes,00000000703:キリンラガー 中瓶,,1:成功,,550,1,0:設定なし,,0301:店長,2018/06/01 18:52:15,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001056,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:45:30,2018/06/01 19:53:56,000000006:カウンター6,2,1,1,0,0,0,10,6315,465,0,0,0:対象外,0,0,0,0,6315,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 19:54:00,1:成功,2018/06/01 19:54:14,,,,8,ドリンク,大和の地酒,,,,Yes,00000000710:春鹿 超辛口,冷酒x1,1:成功,,780,1,0:設定なし,,0303:アルバイト,2018/06/01 19:08:24,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001056,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:45:30,2018/06/01 19:53:56,000000006:カウンター6,2,1,1,0,0,0,10,6315,465,0,0,0:対象外,0,0,0,0,6315,0,0,0,0,0,0303:アルバイト,,,,4:商品単位・外税,,0,,1:成功, ,1:成功,2018/06/01 19:54:00,1:成功,2018/06/01 19:54:14,,,,9,ドリンク,単品 ウィスキー,,,,Yes,00000000738:ジンジャーハイ,,1:成功,,480,1,0:設定なし,,0301:店長,2018/06/01 19:12:49,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001057,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:46:16,2018/06/01 22:46:09,000000015:掘りごたつ3,14,14,0,0,0,0,146,105429,7769,0,0,0:対象外,0,0,0,0,105429,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,1,20180601224631,1:成功, ,1:成功,2018/06/01 22:46:13,1:成功,2018/06/01 22:48:22,,,,78,フード,山賊の逸品,,,,Yes,00000000673:こだわりの出汁巻き,,1:成功,,620,1,0:設定なし,,0303:アルバイト,2018/06/01 19:43:27,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001057,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:46:16,2018/06/01 22:46:09,000000015:掘りごたつ3,14,14,0,0,0,0,146,105429,7769,0,0,0:対象外,0,0,0,0,105429,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,1,20180601224631,1:成功, ,1:成功,2018/06/01 22:46:13,1:成功,2018/06/01 22:48:22,,,,19,ドリンク,ビール,,,,Yes,00000000700:プレミアムモルツ,,1:成功,,480,1,0:設定なし,,0303:アルバイト,2018/06/01 18:53:23,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001057,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:46:16,2018/06/01 22:46:09,000000015:掘りごたつ3,14,14,0,0,0,0,146,105429,7769,0,0,0:対象外,0,0,0,0,105429,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,1,20180601224631,1:成功, ,1:成功,2018/06/01 22:46:13,1:成功,2018/06/01 22:48:22,,,,20,ドリンク,ビール,,,,Yes,00000000700:プレミアムモルツ,,1:成功,,480,1,0:設定なし,,0303:アルバイト,2018/06/01 18:53:23,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001057,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:46:16,2018/06/01 22:46:09,000000015:掘りごたつ3,14,14,0,0,0,0,146,105429,7769,0,0,0:対象外,0,0,0,0,105429,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,1,20180601224631,1:成功, ,1:成功,2018/06/01 22:46:13,1:成功,2018/06/01 22:48:22,,,,21,ドリンク,ビール,,,,Yes,00000000700:プレミアムモルツ,,1:成功,,480,1,0:設定なし,,0303:アルバイト,2018/06/01 18:53:23,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001057,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:46:16,2018/06/01 22:46:09,000000015:掘りごたつ3,14,14,0,0,0,0,146,105429,7769,0,0,0:対象外,0,0,0,0,105429,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,1,20180601224631,1:成功, ,1:成功,2018/06/01 22:46:13,1:成功,2018/06/01 22:48:22,,,,22,ドリンク,ビール,,,,Yes,00000000700:プレミアムモルツ,,1:成功,,480,1,0:設定なし,,0303:アルバイト,2018/06/01 18:53:23,, ,, ,20:配膳済
,*,003:大和乃山賊,No:201900300001057,0,,,2018/06/01,2018,6,1,金,10:会計済,2018/06/01 18:46:16,2018/06/01 22:46:09,000000015:掘りごたつ3,14,14,0,0,0,0,146,105429,7769,0,0,0:対象外,0,0,0,0,105429,0,0,0,0,0,0301:店長,,,,4:商品単位・外税,,1,20180601224631,1:成功, ,1:成功,2018/06/01 22:46:13,1:成功,2018/06/01 22:48:22,,,,23,ドリンク,ビール,,,,Yes,00000000700:プレミアムモルツ,,1:成功,,480,1,0:設定なし,,0303:アルバイト,2018/06/01 18:53:23,, ,, ,20:配膳済
